id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seat_available
2727,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 15:20,05h 40m,28-07-2024 21:00,3.9,270,23
2728,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,A/C Seater / Sleeper (2+1),28-07-2024 22:20,07h 40m,29-07-2024 06:00,3.9,500,36
2729,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 22:57,06h 33m,29-07-2024 05:30,3.9,270,30
2730,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 22:40,06h 50m,29-07-2024 05:30,3.9,270,36
2731,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,A/C Sleeper (2+1),28-07-2024 22:50,07h 30m,29-07-2024 06:20,3.9,700,40
2732,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 23:00,05h 45m,29-07-2024 04:45,3.9,270,33
2733,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 22:15,07h 30m,29-07-2024 05:45,3.9,270,34
2734,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,AC Sleeper (2+1),28-07-2024 23:55,06h 15m,29-07-2024 06:10,3.9,530,36
2735,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 23:35,06h 52m,29-07-2024 06:27,3.9,270,31
2736,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater/ Sleeper (2+1),28-07-2024 23:00,06h 30m,29-07-2024 05:30,3.9,270,34
2737,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,NON A/C Seater/ Sleeper (2+1),28-07-2024 01:05,05h 30m,28-07-2024 06:35,3.8,400,34
2738,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),28-07-2024 11:30,06h 52m,28-07-2024 18:22,3.8,950,34
2739,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,A/C Sleeper (2+1),28-07-2024 01:00,05h 40m,28-07-2024 06:40,3.8,1050,42
2740,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,NON A/C Seater/ Sleeper (2+1),28-07-2024 23:05,06h 35m,29-07-2024 05:40,3.8,450,34
2741,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,NON A/C Seater/ Sleeper (2+1),28-07-2024 23:00,06h 50m,29-07-2024 05:50,3.8,450,30
2742,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,NON A/C Seater/ Sleeper (2+1),28-07-2024 23:56,06h 04m,29-07-2024 06:00,3.8,400,36
2743,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,A/C Sleeper (2+1),28-07-2024 22:05,06h 55m,29-07-2024 05:00,3.8,700,41
2744,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,NON A/C Seater/ Sleeper (2+1),28-07-2024 22:55,06h 55m,29-07-2024 05:50,3.8,400,31
2745,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Salasar vaishnav travels,Non A/C Seater / Sleeper (2+1),28-07-2024 01:35,05h 30m,28-07-2024 07:05,3.7,750,33
2746,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Salasar vaishnav travels,Non A/C Seater / Sleeper (2+1),28-07-2024 23:55,06h 45m,29-07-2024 06:40,3.7,450,41
2747,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Salasar vaishnav travels,Non A/C Seater / Sleeper (2+1),28-07-2024 00:45,06h 15m,28-07-2024 07:00,3.5,550,39
2748,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,B.R. Travels,A/C Seater / Sleeper (2+1),28-07-2024 23:59,06h 36m,29-07-2024 06:35,3.4,450,40
2749,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Chanakya Travels Agency,NON A/C Seater/ Sleeper (2+1),28-07-2024 22:45,06h 15m,29-07-2024 05:00,3.4,750,33
2750,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Chanakya Travels Agency,AC Sleeper (2+1),28-07-2024 22:35,07h 10m,29-07-2024 05:45,3.3,900,37
2751,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,SHRI VISHWAKARMA TRAVELS (KETU),Non A/C Seater / Sleeper (2+1),28-07-2024 22:40,06h 55m,29-07-2024 05:35,3.3,1500,45
2752,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jakhar Travels And Cargo,A/C Seater / Sleeper (2+1),28-07-2024 23:20,06h 50m,29-07-2024 06:10,3.3,450,36
2753,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),28-07-2024 22:30,07h 30m,29-07-2024 06:00,3.3,400,38
2754,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),28-07-2024 23:30,06h 30m,29-07-2024 06:00,3.2,370,32
2755,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Western Bus,A/C Sleeper (2+1),28-07-2024 23:20,07h 00m,29-07-2024 06:20,3,800,40
2756,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),28-07-2024 23:15,06h 10m,29-07-2024 05:25,3,800,40
2757,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),28-07-2024 23:55,06h 30m,29-07-2024 06:25,2.8,500,32
2758,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),28-07-2024 23:55,05h 05m,29-07-2024 05:00,2.8,350,36
2759,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,V k jain travels,NON A/C Sleeper (2+1),28-07-2024 22:50,07h 35m,29-07-2024 06:25,4.5,600,39
2760,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Shri Ganesh Travels,A/C Seater / Sleeper (2+1),28-07-2024 03:45,05h 16m,28-07-2024 09:01,4.3,450,29
2761,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,28-07-2024 22:15,07h 00m,29-07-2024 05:15,2.3,400,35
2762,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Kalpana Travels Pvt. Ltd.,A/C Seater / Sleeper (2+1),28-07-2024 23:45,06h 10m,29-07-2024 05:55,4,600,32
2763,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Gajraj Travels,A/C Sleeper (2+1),28-07-2024 02:10,05h 00m,28-07-2024 07:10,3.9,650,26
2764,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Bluecity Bus,A/C Sleeper (2+1),28-07-2024 23:59,07h 11m,29-07-2024 07:10,3.9,950,40
2765,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Laxmi traveller,A/C Seater / Sleeper (2+1),28-07-2024 00:25,06h 05m,28-07-2024 06:30,3.9,430,34
2766,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,B R Travels,AC Sleeper (2+1),28-07-2024 00:15,06h 35m,28-07-2024 06:50,3.8,600,32
2767,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 00:25,06h 30m,28-07-2024 06:55,3.8,1000,38
2768,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 23:45,05h 53m,29-07-2024 05:38,3.8,400,0
2769,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 23:30,06h 22m,29-07-2024 05:52,3.8,270,0
2770,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,NON A/C Seater/ Sleeper (2+1),28-07-2024 23:35,06h 05m,29-07-2024 05:40,3.7,450,0
2771,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Gajanand Travels,A/C Seater / Sleeper (2+1),28-07-2024 01:00,06h 00m,28-07-2024 07:00,3.7,587,0
2772,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,A/C Seater / Sleeper (2+1),28-07-2024 23:41,06h 04m,29-07-2024 05:45,3.5,500,0
2773,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,A/C Seater / Sleeper (2+1),28-07-2024 00:30,05h 57m,28-07-2024 06:27,3.5,500,0
2774,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,M R Travels,NON A/C Seater/ Sleeper (2+1),28-07-2024 23:25,06h 20m,29-07-2024 05:45,3.3,400,0
2775,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jakhar Travels,NON A/C Seater/ Sleeper (2+1),28-07-2024 00:10,06h 35m,28-07-2024 06:45,3.3,400,0
2776,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jakhar Travels,A/C Seater / Sleeper (2+1),28-07-2024 23:07,07h 08m,29-07-2024 06:15,3.3,410,0
2777,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,SHRI VISHWAKARMA TRAVELS (KETU),Non A/C Seater / Sleeper (2+1),28-07-2024 00:25,06h 16m,28-07-2024 06:41,3.3,500,0
2778,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Chouhan Tour and Travel,A/C Seater / Sleeper (2+2),28-07-2024 23:45,07h 30m,29-07-2024 07:15,3.3,650,0
2779,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Deepak Travells,NON A/C Seater/ Sleeper (2+1),28-07-2024 23:50,06h 37m,29-07-2024 06:27,3.3,500,0
2780,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Swagat Travels,A/C Seater / Sleeper (2+1),28-07-2024 15:30,07h 35m,28-07-2024 23:05,3.3,600,0
2781,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,CHANDRA RAJ TRAVELS,NON A/C Sleeper (2+1),28-07-2024 23:55,05h 40m,29-07-2024 05:35,3.3,850,0
2782,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),28-07-2024 15:20,06h 10m,28-07-2024 21:30,3.3,370,0
2783,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Western Bus,A/C Sleeper (2+1),28-07-2024 01:00,06h 02m,28-07-2024 07:02,3.2,800,0
2784,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,CHANDRA RAJ TRAVELS,NON AC Seater / Sleeper 2+1,28-07-2024 23:45,05h 45m,29-07-2024 05:30,3.2,450,0
2785,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,CHANDRA RAJ TRAVELS,Bharat Benz A/C Sleeper (2+1),28-07-2024 00:05,05h 30m,28-07-2024 05:35,3.1,650,0
2786,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,CHANDRA RAJ TRAVELS,NON AC Seater / Sleeper 2+1,28-07-2024 23:25,06h 25m,29-07-2024 05:50,3.1,500,0
2787,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,CHANDRA RAJ TRAVELS,NON AC Seater / Sleeper 2+1,28-07-2024 02:20,04h 55m,28-07-2024 07:15,3.1,450,0
2788,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,bhaiya travels,NON A/C Sleeper (2+1),28-07-2024 00:40,06h 25m,28-07-2024 07:05,3.1,850,0
2789,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,bhaiya travels,NON A/C Sleeper (2+1),28-07-2024 23:35,06h 30m,29-07-2024 06:05,3,815,0
2790,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Pooja Paraswnath Travels,A/C Seater / Sleeper (2+1),28-07-2024 23:40,07h 23m,29-07-2024 07:03,3,523.81,0
2791,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Pooja Paraswnath Travels,A/C Seater / Sleeper (2+1),28-07-2024 23:55,06h 30m,29-07-2024 06:25,2.9,600,0
2792,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Pooja Paraswnath Travels,NON AC Seater / Sleeper 2+1,28-07-2024 00:30,05h 40m,28-07-2024 06:10,2.9,400,0
2793,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Pooja Paraswnath Travels,NON A/C Sleeper (2+1),28-07-2024 01:25,06h 45m,28-07-2024 08:10,2.8,600,0
2794,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,V k jain travels,A/C Seater / Sleeper (2+1),28-07-2024 00:50,06h 25m,28-07-2024 07:15,2.3,850,0
2795,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,V k jain travels,Non A/C Seater / Sleeper (2+1),28-07-2024 01:00,06h 00m,28-07-2024 07:00,2.2,300,0
2796,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),28-07-2024 01:00,05h 55m,28-07-2024 06:55,2.2,400,0
2797,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),28-07-2024 02:40,04h 45m,28-07-2024 07:25,2.6,550,0
2798,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Kalpana Travels Pvt. Ltd.,AC Sleeper (2+1),28-07-2024 01:00,05h 30m,28-07-2024 06:30,2.6,650,0
2799,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Laxmi traveller,A/C Seater / Sleeper (2+1),28-07-2024 23:40,06h 25m,29-07-2024 06:05,2.6,370,0
2800,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RR Travels,A/C Seater / Sleeper (2+1),28-07-2024 04:30,06h 10m,28-07-2024 10:40,0,555,0
2801,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RR Travels,A/C Seater / Sleeper (2+1),28-07-2024 22:55,05h 26m,29-07-2024 04:21,0,500,0
2802,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Maruti Travels Balotra,NON AC Seater / Sleeper 2+1,28-07-2024 01:00,05h 35m,28-07-2024 06:35,0,450,0
2803,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jai Shankar Travels,NON A/C Seater/ Sleeper (2+1),28-07-2024 01:30,05h 35m,28-07-2024 07:05,0,0,0
2804,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jai Shankar Travels,NON AC Seater / Sleeper 2+1,28-07-2024 06:45,07h 05m,28-07-2024 13:50,0,0,0
2805,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 187798,Super Luxury Volvo AC Seater Pushback 2+2,28-07-2024 02:00,05h 15m,28-07-2024 07:15,2.9,239,42
2806,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 182944,Express Non AC Seater 2+3,28-07-2024 00:10,06h 53m,28-07-2024 07:03,3.6,120,42
2807,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 144682,Super Luxury Volvo AC Seater Pushback 2+2,28-07-2024 23:30,07h 05m,29-07-2024 06:35,3.5,239,42
2808,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 190270,Express Non AC Seater 2+3,28-07-2024 23:59,07h 11m,29-07-2024 07:10,3.6,120,42
2809,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 157455,Super Luxury Volvo AC Seater Pushback 2+2,28-07-2024 23:45,07h 35m,29-07-2024 07:20,4.1,239,18
2810,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 180708,Express Non AC Seater 2+3,28-07-2024 00:45,05h 45m,28-07-2024 06:30,3.6,120,34
2811,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 157466,Express Non AC Seater 2+3,28-07-2024 22:15,07h 30m,29-07-2024 05:45,3.6,120,29
2812,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 193186,Express Non AC Seater 2+3,28-07-2024 01:00,07h 00m,28-07-2024 08:00,3.6,120,32
2813,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 146140,Super Luxury Volvo AC Seater Pushback 2+2,28-07-2024 23:59,06h 28m,29-07-2024 06:27,3.9,239,32
2814,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 169915,Express Non AC Seater 2+3,28-07-2024 23:59,06h 21m,29-07-2024 06:20,3.6,120,28
2815,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 180722,Express Non AC Seater 2+3,28-07-2024 00:12,06h 38m,28-07-2024 06:50,3.6,120,36
2816,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 175650,Super Luxury Volvo AC Seater Pushback 2+2,28-07-2024 01:15,05h 50m,28-07-2024 07:05,3,239,30
2817,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 188804,Express Non AC Seater 2+3,28-07-2024 23:15,06h 30m,29-07-2024 05:45,3.6,120,36
2818,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 185709,Express Non AC Seater 2+3,28-07-2024 23:10,06h 37m,29-07-2024 05:47,3.6,120,38
2819,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,28-07-2024 22:45,05h 45m,29-07-2024 04:30,3.1,239,36
2820,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 190951,Express Non AC Seater 2+3,28-07-2024 23:51,06h 39m,29-07-2024 06:30,3.6,120,24
2821,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 182785,Express Non AC Seater 2+3,28-07-2024 23:55,06h 49m,29-07-2024 06:44,3.6,120,31
2822,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 23:30,07h 42m,29-07-2024 07:12,3.9,250,34
2823,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Rinku Travels,A/C Seater / Sleeper (2+1),28-07-2024 00:30,06h 15m,28-07-2024 06:45,3.1,350,0
2824,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Jain travels regd,A/C Seater / Sleeper (2+1),28-07-2024 00:02,06h 15m,28-07-2024 06:17,3.9,300,0
2825,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,28-07-2024 01:00,05h 13m,28-07-2024 06:13,3.9,300,0
2826,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Jain travels regd,NON AC Seater/ Sleeper (2+1),28-07-2024 00:25,05h 46m,28-07-2024 06:11,3.9,250,0
2827,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Rathi Travels Agency,NON A/C Sleeper (2+1),28-07-2024 01:00,05h 29m,28-07-2024 06:29,2.9,213,0
2828,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Raaj Rath Travels Co.,A/C Seater / Sleeper (2+1),28-07-2024 23:20,06h 06m,29-07-2024 05:26,3.5,550,0
2829,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Pooja Paraswnath Travels,AC Sleeper (2+1),28-07-2024 23:40,06h 39m,29-07-2024 06:19,3.1,1571.43,0
2830,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),28-07-2024 23:59,06h 06m,29-07-2024 06:05,3.8,399,0
2831,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Seater/Sleeper (2+1),28-07-2024 23:00,06h 20m,29-07-2024 05:20,3.7,1199,0
2832,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Shri Charbhuja Travels (A Unit Of Bala Agri..),A/C Seater / Sleeper (2+1),28-07-2024 23:40,07h 10m,29-07-2024 06:50,3.6,952.38,0
2833,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Mahadev Travels(pipar),AC Sleeper (2+1),28-07-2024 23:59,06h 51m,29-07-2024 06:50,4.2,1714.29,0
2834,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),28-07-2024 23:50,06h 35m,29-07-2024 06:25,3.3,1200,0
2835,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),28-07-2024 23:50,06h 25m,29-07-2024 06:15,3.7,1499,0
2836,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Chanakya Travels Agency,A/C Seater / Sleeper (2+1),28-07-2024 00:50,05h 50m,28-07-2024 06:40,3.7,1100,0
2837,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Shri Charbhuja Travels (A Unit Of Bala Agri..),A/C Seater / Sleeper (2+1),28-07-2024 04:00,04h 45m,28-07-2024 08:45,3.6,1160,0
2838,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Jain travels regd,AC Sleeper (2+1),28-07-2024 02:15,05h 57m,28-07-2024 08:12,3.9,1600,0
2839,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Shri Charbhuja Travels (A Unit Of Bala Agri..),NON AC Seater / Sleeper 2+1,28-07-2024 02:00,05h 57m,28-07-2024 07:57,3.6,1000,0
2840,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Shrinath® Travel Agency Pvt. Ltd.,A/C Sleeper (2+1),28-07-2024 23:59,06h 51m,29-07-2024 06:50,3.5,600,0
2841,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Om Travels,NON A/C Sleeper (2+1),28-07-2024 00:45,06h 35m,28-07-2024 07:20,5,700,0
2842,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Jai Ambey Travels,A/C Seater / Sleeper (2+2),28-07-2024 23:10,06h 25m,29-07-2024 05:35,3.6,499,0
2843,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,MASTER TRAVELS (RANIWAL),A/C Seater / Sleeper (2+2),28-07-2024 23:59,06h 41m,29-07-2024 06:40,3.3,449,0
2844,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),28-07-2024 01:05,04h 50m,28-07-2024 05:55,3.5,815,0
2845,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,bhaiya travels,NON A/C Sleeper (2+1),28-07-2024 23:00,06h 45m,29-07-2024 05:45,3.2,850,0
