id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seat_available
1,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari,Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,28-07-2024 00:25,05h 35m,28-07-2024 06:00,2.4,2500,36
2,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari,Panwar Travels,A/C Sleeper (2+1),28-07-2024 00:35,07h 25m,28-07-2024 08:00,2.8,1500,30
3,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari,Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),28-07-2024 00:40,05h 05m,28-07-2024 05:45,1.2,1799,47
4,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),28-07-2024 00:45,05h 29m,28-07-2024 06:14,1.2,0,0
5,Balmiki Nagar (bihar) to Patna (Bihar),https://www.redbus.in/bus-tickets/balmiki-nagar-bihar-to-patna,Bihar state road transport corporation (BSRTC) - 146214,AC Seater (2+2),28-07-2024 07:05,04h 40m,28-07-2024 11:45,3.6,428,10
6,Balmiki Nagar (bihar) to Patna (Bihar),https://www.redbus.in/bus-tickets/balmiki-nagar-bihar-to-patna,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),28-07-2024 07:30,05h 00m,28-07-2024 12:30,2.2,0,0
7,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Bihar state road transport corporation (BSRTC) - 146214,AC Seater (2+2),28-07-2024 08:00,05h 30m,28-07-2024 13:30,3.3,331,25
8,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Bihar state road transport corporation (BSRTC) - 146159,Non AC Seater (2+2),28-07-2024 08:15,05h 30m,28-07-2024 13:45,2.7,285,42
9,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Bihar state road transport corporation (BSRTC) - 170674,Non AC Seater (2+2),28-07-2024 08:30,05h 59m,28-07-2024 14:29,2.3,285,40
10,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Vivek Travels,A/C Seater (2+2),28-07-2024 09:02,04h 43m,28-07-2024 13:45,1.5,400,10
11,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Vivek Travels,A/C Seater / Sleeper (2+2),28-07-2024 10:00,05h 30m,28-07-2024 15:30,2.7,400,0
12,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,A/C Seater Push Back (2+2),28-07-2024 10:01,05h 00m,28-07-2024 15:01,2.7,445,0
13,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Hanuman Travels,A/C Seater / Sleeper (2+2),28-07-2024 10:31,05h 30m,28-07-2024 16:01,2.3,350,0
14,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,V.I.P Travels,A/C Seater / Sleeper (2+2),28-07-2024 11:00,05h 00m,28-07-2024 16:00,2.2,450,0
15,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,V.I.P Travels,Tata A/C Seater (2+2),28-07-2024 11:36,05h 30m,28-07-2024 17:06,0,0,0
16,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Vivek Travels,A/C Seater / Sleeper (2+1),28-07-2024 12:01,04h 29m,28-07-2024 16:30,0,0,0
17,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,A/C Seater Push Back (2+2),28-07-2024 12:30,06h 00m,28-07-2024 18:30,0,0,0
18,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,A/C Seater Push Back (2+2),28-07-2024 12:30,06h 31m,28-07-2024 19:01,0,0,0
19,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,A/C Seater Push Back (2+2),28-07-2024 12:59,04h 46m,28-07-2024 17:45,0,0,0
20,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,A/C Seater Push Back (2+2),28-07-2024 13:11,05h 50m,28-07-2024 19:01,0,0,0
21,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,A/C Seater Push Back (2+2),28-07-2024 13:31,04h 59m,28-07-2024 18:30,0,0,0
22,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,A/C Seater Push Back (2+2),28-07-2024 14:01,04h 59m,28-07-2024 19:00,0,0,0
23,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Hanuman Travels,A/C Seater / Sleeper (2+2),28-07-2024 14:30,05h 30m,28-07-2024 20:00,0,0,0
24,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),28-07-2024 16:01,07h 58m,28-07-2024 23:59,0,0,0
25,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Bihar state road transport corporation (BSRTC) - 150470,AC Seater (2+2),28-07-2024 16:16,05h 00m,28-07-2024 21:16,1.6,248,18
26,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Bihar state road transport corporation (BSRTC) - 150466,Non AC Seater (2+3),28-07-2024 17:31,05h 00m,28-07-2024 22:31,1.8,193,0
27,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Bihar state road transport corporation (BSRTC) - 150464,Non AC Seater (2+2),28-07-2024 19:01,04h 44m,28-07-2024 23:45,2,213,0
28,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sri Krishna Tours and Travels,A/C Seater Push Back (2+2),28-07-2024 19:39,05h 24m,29-07-2024 01:03,3.1,330,0
29,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sri Krishna Tours and Travels,A/C Seater Push Back (2+2),28-07-2024 20:01,05h 00m,29-07-2024 01:01,3.1,330,0
30,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sri Krishna Tours and Travels,A/C Seater Push Back (2+2),28-07-2024 21:27,06h 15m,29-07-2024 03:42,3.7,330,0
31,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sadhvi Rath,A/C Seater / Sleeper (2+1),28-07-2024 21:31,05h 59m,29-07-2024 03:30,2.3,250,0
32,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,V.I.P Travels,Tata A/C Seater (2+2),28-07-2024 22:01,05h 00m,29-07-2024 03:01,1.9,220,0
33,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,V.I.P Travels,NON A/C Seater Push Back (2+2),28-07-2024 22:09,07h 16m,29-07-2024 05:25,1.9,300,0
34,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Shiv Ganga Travels,NON A/C Seater Push Back (2+2),28-07-2024 22:45,06h 45m,29-07-2024 05:30,2.1,330,0
35,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Shiv Ganga Travels,AC Seater (2+2),28-07-2024 23:13,07h 18m,29-07-2024 06:31,2.1,330,0
36,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Shiv Ganga Travels,AC Seater (2+2),28-07-2024 23:18,06h 45m,29-07-2024 06:03,2.1,330,0
37,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Shiv Ganga Travels,A/C Seater (2+2),28-07-2024 23:30,05h 30m,29-07-2024 05:00,2.1,350,0
38,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sri Krishna Tours and Travels,A/C Seater Push Back (2+2),28-07-2024 23:36,06h 40m,29-07-2024 06:16,2.7,330,0
39,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sri Krishna Tours and Travels,A/C Seater Push Back (2+2),28-07-2024 23:51,04h 54m,29-07-2024 04:45,2.8,330,0
40,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Shiv Ganga Travels,A/C Seater (2+2),28-07-2024 23:58,05h 02m,29-07-2024 05:00,2.1,650,0
41,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+1),28-07-2024 23:58,05h 16m,29-07-2024 05:14,3.1,0,0
42,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Aarush Krrish,A/C Seater / Sleeper (2+1),28-07-2024 17:00,06h 20m,28-07-2024 23:20,1.9,0,0
43,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),28-07-2024 19:00,06h 10m,29-07-2024 01:10,1.6,0,0
44,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),28-07-2024 23:59,06h 06m,29-07-2024 06:05,0,0,0
45,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),28-07-2024 23:45,05h 15m,29-07-2024 05:00,0,0,0
46,Darbhanga to Patna (Bihar),https://www.redbus.in/bus-tickets/darbhanga-to-patna,Rukmanti (AT),A/C Seater / Sleeper (2+1),28-07-2024 23:50,07h 00m,29-07-2024 06:50,0,0,0
47,Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,28-07-2024 23:15,05h 45m,29-07-2024 05:00,3.7,1999,36
48,Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,Rajdhani Express,A/C Seater / Sleeper (2+2),28-07-2024 22:40,05h 50m,29-07-2024 04:30,1.1,1999,28
49,Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,Travel Point World LLP,A/C Seater / Sleeper (2+2),28-07-2024 22:21,06h 20m,29-07-2024 04:41,1.5,0,46
50,Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,Travel Point World LLP,A/C Seater / Sleeper (2+2),28-07-2024 22:15,05h 45m,29-07-2024 04:00,1.4,0,46
51,Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,PURWANCHAL EXPRESS,A/C Seater / Sleeper (2+2),28-07-2024 22:50,05h 45m,29-07-2024 04:35,1.2,0,39
52,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Bihar state road transport corporation (BSRTC) - 137431,Volvo AC Seater 2+2,28-07-2024 06:00,04h 30m,28-07-2024 10:30,3.4,1200,1
53,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,ROYAL TRAVELS AND CARGO,A/C Seater / Sleeper (2+2),28-07-2024 18:00,05h 35m,28-07-2024 23:35,2.3,1496,22
54,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Travel Point World LLP,A/C Seater / Sleeper (2+2),28-07-2024 02:31,02h 59m,28-07-2024 05:30,1.9,1899,35
55,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Rajdhani Express,A/C Seater / Sleeper (2+2),28-07-2024 02:45,03h 45m,28-07-2024 06:30,1,1699,28
56,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),28-07-2024 04:28,03h 24m,28-07-2024 07:52,1.6,1899,11
57,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),28-07-2024 07:13,03h 20m,28-07-2024 10:33,2.4,1899,5
58,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,New Travel India,A/C Seater / Sleeper (2+1),28-07-2024 07:30,03h 20m,28-07-2024 10:50,1.3,0,14
59,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,New Travel India,A/C Seater / Sleeper (2+1),28-07-2024 07:59,03h 21m,28-07-2024 11:20,1.3,0,14
60,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,New Travel India,A/C Seater / Sleeper (2+1),28-07-2024 08:00,03h 00m,28-07-2024 11:00,1.3,0,29
61,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,New Travel India,A/C Seater / Sleeper (2+1),28-07-2024 08:20,02h 55m,28-07-2024 11:15,1.3,0,16
62,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,New Travel India,A/C Seater / Sleeper (2+1),28-07-2024 08:39,03h 01m,28-07-2024 11:40,1.3,0,14
63,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,New Travel India,A/C Seater / Sleeper (2+1),28-07-2024 09:10,03h 00m,28-07-2024 12:10,1.3,0,14
64,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,New Travel India,A/C Seater / Sleeper (2+1),28-07-2024 09:40,03h 00m,28-07-2024 12:40,1.3,0,14
65,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+2),28-07-2024 09:55,03h 00m,28-07-2024 12:55,1.2,0,72
66,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Rajdhani Express,A/C Seater / Sleeper (2+2),28-07-2024 09:58,03h 20m,28-07-2024 13:18,1,0,18
67,Hajipur (Bihar) to Kathmandu,https://www.redbus.in/bus-tickets/hajipur-to-kathmandu,Bihar state road transport corporation (BSRTC) - 166033,A/C Seater Hi-Tech Push Back (2+2),28-07-2024 10:28,03h 20m,28-07-2024 13:48,2.2,1015,28
68,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),28-07-2024 10:45,03h 00m,28-07-2024 13:45,3.6,377,33
69,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sri Sai ( Jharkhand Paryatak),A/C Seater / Sleeper (2+1),28-07-2024 11:05,03h 20m,28-07-2024 14:25,3.9,600,36
70,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),28-07-2024 12:28,03h 20m,28-07-2024 15:48,3.8,449,16
71,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Arzoo Travels,A/C Seater / Sleeper (2+1),28-07-2024 12:30,03h 20m,28-07-2024 15:50,3.7,400,18
72,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Rekha Luxury,A/C Seater / Sleeper (2+1),28-07-2024 12:30,03h 00m,28-07-2024 15:30,3.6,901,46
73,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Rajdhani bus service,Non A/C Seater / Sleeper (2+1),28-07-2024 12:59,03h 01m,28-07-2024 16:00,3.6,800,21
74,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Rajdhani bus service,A/C Sleeper (2+1),28-07-2024 13:59,03h 00m,28-07-2024 16:59,3.9,800,18
75,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Maharani Express,A/C Seater / Sleeper (2+2),28-07-2024 15:00,03h 00m,28-07-2024 18:00,2.6,700,48
76,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Bhawani Travels,NON A/C Seater Push Back (2+2),28-07-2024 15:29,03h 48m,28-07-2024 19:17,1.8,0,42
77,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sri Krishna Rath,NON A/C Seater / Sleeper (2+2),28-07-2024 15:30,03h 20m,28-07-2024 18:50,1,0,47
78,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sadhvi Rath,A/C Seater / Sleeper (2+1),28-07-2024 17:59,03h 19m,28-07-2024 21:18,2.7,0,8
79,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Pihu Enterprises Private Limited,A/C Seater / Sleeper (2+1),28-07-2024 18:29,03h 20m,28-07-2024 21:49,2.2,0,30
80,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Mahuli Travels,A/C Seater / Sleeper (2+1),28-07-2024 20:28,03h 21m,28-07-2024 23:49,3.5,0,6
81,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),28-07-2024 20:30,03h 20m,28-07-2024 23:50,3,0,8
82,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Pappu Travels (yvts),A/C Seater/Sleeper (2+1),28-07-2024 00:31,05h 00m,28-07-2024 05:31,3.7,0,0
83,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Arzoo Travels,A/C Sleeper (2+1),28-07-2024 06:00,07h 16m,28-07-2024 13:16,2.1,0,0
84,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),28-07-2024 06:01,05h 00m,28-07-2024 11:01,2.1,0,0
85,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,A/C Sleeper (2+1),28-07-2024 07:10,07h 22m,28-07-2024 14:32,0,0,0
86,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,28-07-2024 07:51,05h 10m,28-07-2024 13:01,3.1,850,36
87,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),28-07-2024 08:00,06h 31m,28-07-2024 14:31,3.9,1299,44
88,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),28-07-2024 08:30,06h 33m,28-07-2024 15:03,4.4,850,30
89,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Panwar Travels,A/C Sleeper (2+1),28-07-2024 08:47,05h 43m,28-07-2024 14:30,2.8,2199,23
90,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),28-07-2024 09:02,06h 14m,28-07-2024 15:16,1.6,2800,6
91,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),28-07-2024 10:25,05h 20m,28-07-2024 15:45,4.1,950,32
92,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Panwar Travels,A/C Seater / Sleeper (2+1),28-07-2024 10:31,05h 00m,28-07-2024 15:31,2.8,1000,24
93,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Maan Travels,NON AC Seater / Sleeper 2+1,28-07-2024 11:00,05h 50m,28-07-2024 16:50,1.6,1799,33
94,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Panwar tour and Travels,A/C Seater / Sleeper (2+1),28-07-2024 11:49,05h 00m,28-07-2024 16:49,1.5,2200,47
95,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Maa Laxmi Bihar Express,Non A/C Seater / Sleeper (2+1),28-07-2024 13:01,04h 59m,28-07-2024 18:00,1.3,0,0
96,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),28-07-2024 13:20,07h 27m,28-07-2024 20:47,1.2,0,0
97,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Panwar tour and Travels,A/C Seater (2+2),28-07-2024 13:30,05h 00m,28-07-2024 18:30,1.5,0,0
98,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Panwar tour and Travels,A/C Seater / Sleeper (2+1),28-07-2024 14:00,07h 30m,28-07-2024 21:30,1.5,0,0
99,Lucknow to Gopalganj (Bihar),https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Kusum Travels and Logistics,NON A/C Sleeper (2+1),28-07-2024 15:02,04h 43m,28-07-2024 19:45,1.1,0,0
100,Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,28-07-2024 16:00,07h 15m,28-07-2024 23:15,3.3,850,36
101,Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari,MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),28-07-2024 16:06,08h 19m,29-07-2024 00:25,2.5,2800,42
102,Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Panwar Travels,A/C Sleeper (2+1),28-07-2024 16:31,05h 29m,28-07-2024 22:00,4.3,1799,32
103,Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Panwar Travels,A/C Seater / Sleeper (2+1),28-07-2024 17:00,05h 00m,28-07-2024 22:00,4.3,0,47
104,Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),28-07-2024 17:02,04h 43m,28-07-2024 21:45,1.2,0,0
105,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra,Bihar state road transport corporation (BSRTC) - 137431,Volvo AC Seater 2+2,28-07-2024 17:04,09h 46m,29-07-2024 02:50,2.3,1300,2
106,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra,Panwar Travels,A/C Sleeper (2+1),28-07-2024 18:02,05h 13m,28-07-2024 23:15,2.8,2500,26
107,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),28-07-2024 18:05,05h 00m,28-07-2024 23:05,1.7,1699,58
108,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),28-07-2024 18:20,05h 42m,29-07-2024 00:02,1.2,1799,47
109,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra,Travel Point World LLP,A/C Seater / Sleeper (2+2),28-07-2024 18:30,06h 30m,29-07-2024 01:00,1.5,0,38
110,Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Bihar state road transport corporation (BSRTC) - 137431,Volvo AC Seater 2+2,28-07-2024 18:31,06h 29m,29-07-2024 01:00,3.9,1350,2
111,Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Rajdhani Express,A/C Seater / Sleeper (2+2),28-07-2024 19:00,06h 00m,29-07-2024 01:00,2.8,1899,18
112,Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Travel Point World LLP,A/C Seater / Sleeper (2+2),28-07-2024 19:01,05h 59m,29-07-2024 01:00,1.5,1699,35
113,Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),28-07-2024 19:01,05h 30m,29-07-2024 00:31,1.7,0,11
114,Motihari to Kathmandu,https://www.redbus.in/bus-tickets/motihari-to-kathmandu,Bihar state road transport corporation (BSRTC) - 166033,A/C Seater Hi-Tech Push Back (2+2),28-07-2024 19:02,07h 43m,29-07-2024 02:45,3,685,28
115,Motihari to Kathmandu,https://www.redbus.in/bus-tickets/motihari-to-kathmandu,V.I.P Travels,A/C Seater Hi-Tech Push Back (2+2),28-07-2024 19:02,08h 08m,29-07-2024 03:10,3.3,0,8
116,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow,Bihar state road transport corporation (BSRTC) - 137431,Volvo AC Seater 2+2,28-07-2024 19:29,04h 11m,28-07-2024 23:40,5,800,2
117,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow,MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),28-07-2024 19:45,07h 25m,29-07-2024 03:10,2.7,899,43
118,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow,Panwar Travels,A/C Sleeper (2+1),28-07-2024 20:00,05h 41m,29-07-2024 01:41,3.3,2500,15
119,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow,Panwar Travels,A/C Seater / Sleeper (2+1),28-07-2024 20:02,06h 13m,29-07-2024 02:15,3.3,2880,32
120,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),28-07-2024 20:02,05h 28m,29-07-2024 01:30,1.7,1699,58
121,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),28-07-2024 20:03,05h 58m,29-07-2024 02:01,1.2,1799,47
122,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow,Travel Point World LLP,A/C Seater / Sleeper (2+2),28-07-2024 20:45,05h 00m,29-07-2024 01:45,1.5,0,38
123,Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),28-07-2024 21:12,05h 34m,29-07-2024 02:46,3.6,484,34
124,Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Pawapuri Motors,A/C Seater / Sleeper (2+1),28-07-2024 21:22,05h 00m,29-07-2024 02:22,2.2,750,14
125,Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Tejas Maa Bhawani,AC Sleeper (2+1),28-07-2024 21:46,05h 44m,29-07-2024 03:30,2.1,900,6
